linkedin_url,headline,City,State,Country,Job_Title,Employer,Grad_Year,Degree,Degree_Program,Degree_Major,Index,field_of_study,education_start_year,education_end_year,current_job_title,current_job_description,current_company_name,current_company_url,current_job_industry,current_job_country,current_job_location,current_job_start_date,previous_job_title,previous_job_description,previous_company_name,total_experience_years,Skills,total_experience_count
external_validation_index_301,"Senior Director, Operations & Workforce Strategy",Washington,District of Columbia,United States,"Data Analyst, Office Of Institutional Research And Effectiveness","University of Colorado, Denver",2020,BS in Business Administration,Business Administration: Self-Designed (BSBA),Education Studies,301,"Master of Business Administration - MBA, Business Administration, Analytics & Operations Management",2018,2020,"Senior Director, Operations & Workforce Strategy","Lead strategic operations, digital transformation, AI adoption, and workforce optimization for a $70M+ business unit spanning multiple U.S. markets. Drive operational excellence, technology enablement, and scalable processes that elevate clinician engagement and recruiter performance across the division.

Key Achievements
- Delivered 140%+ revenue and 120%+ gross margin to 2025 targets, driven by operational strategy, workforce planning, and data-driven performance leadership.
- Pioneered AI and automation across recruitment, implementing SMS pre-screening, automated self-scheduling, and Copilot workflow optimization that increased clinician engagement from 1% → 30%+ and boosted recruiter productivity.
- Launched the division’s digital staffing platform, eliminating manual scheduling and enhancing accuracy—resulting in 270% revenue growth in six months, a 3-day reduction in time-to-fill, and the first-ever 60-second fill.
- Automated intake and submission workflows, reducing friction, lowering recruiter workload, and accelerating submission throughput by 40% division-wide.
- Rebuilt strategy for a key enterprise client, growing annual revenue from $1M → $13M through operational redesign and targeted workforce alignment.
- Serve as strategic advisor to senior leadership, presenting performance insights, operational roadmap progress, and technology adoption metrics.
- Lead division-wide CRM modernization (Salesforce), streamlining workflows, improving database integrity, and reducing cycle time across operations.

Core Focus Areas / Keywords
Workforce Optimization • Recruiting Operations • AI Strategy • Digital Transformation • Operational Excellence • P&L Leadership • Salesforce Optimization • Automation • Predictive Analytics • Process Improvement • Change Management • Power BI • Microsoft Copilot • Data Strategy • Talent Operations • Healthcare Staffing Technology",AMN Healthcare,https://bit.ly/44gwCgK,Staffing and Recruiting,United States,San Francisco Bay Area,2023-06-01T00:00:00Z,"Director, Operations & Workforce Strategy","Directed business operations, workforce strategy, reporting/analytics, and process improvement initiatives that accelerated revenue, strengthened performance management, and drove division-wide digital adoption.

Key Achievements
- Achieved 161% of 2022 revenue target, contributing $30M+ in annual revenue through operational optimization and workforce realignment.
- Served as Salesforce SME—designing dashboards, resolving workflow issues, and improving system utilization across the division.
- Implemented Six Sigma–based improvement initiatives, reducing waste, increasing throughput, improving compliance workflows, and accelerating credentialing timelines.
- Built the division’s performance alignment model, tying recruiter activities (dials, interviews, submissions) to revenue outcomes and forecast accuracy.
- Improved customer and clinician experience by reducing credentialing delays, enhancing compliance processes, and supporting high-value client requirements (including COVID mandates).
- Delivered analytical leadership through Power BI, QlikView, SQL, and advanced Excel, presenting data trends and operational KPIs to senior executives.
- Led cross-functional taskforces in Sales, Operations, Credentialing, and IT focused on organizational redesign, leadership development, and digital modernization.

Core Focus Areas / Keywords
Business Operations • Workforce Strategy • Reporting & Analytics • Salesforce Optimization • Operational Effectiveness • Six Sigma • Process Engineering • Talent Strategy • Performance Management • KPI Design • Data-Driven Decision Making • Workforce Planning • CRM Optimization • Healthcare Operations",AMN Healthcare,13,"Operations Strategy & Execution, Workforce Planning & Optimization, Digital Transformation & AI Adoption, Automation & Workflow Design, Process Improvement (Lean Six Sigma), Business Strategy, Go-to-Market Strategy, Business Process Improvement, Management, Sales Leadership, Strategic Initiatives, Operations, Talent Management, Digital Strategy, Project Management, Data Analysis, Business Planning, Performance Management, Change Management, Coaching",8
external_validation_index_302,Director of Staffing,Los Angeles,California,United States,Director of Staffing,AMN Healthcare,2020,Master of Business Admin,Business Administration (MBA) [Online],Business Administration,302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
external_validation_index_303,FP&A Analyst Intern,New York,New York,United States,FP&A Analyst Intern,Farmer Mac,2020,Bachelor of Science,Finance (BS),Finance,303,"Bachelor of Science - BS, Accounting",2016,2020,NA,NA,NA,NA,NA,United States,NA,NA,NA,NA,NA,NA,,0
external_validation_index_304,FP&A Analyst Intern,New York,New York,United States,FP&A Analyst Intern,Farmer Mac,2020,Bachelor of Science,Finance (BS),Finance,304,NA,2017,2020,NA,NA,NA,NA,NA,United States,NA,NA,NA,NA,NA,NA,,0
external_validation_index_305,Unknown,Mount Kisco,New York,United States,Unknown,Unknown,2020,Bachelor of Science,Accounting (BS),Accounting,305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
external_validation_index_306,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2020,Bachelor of Science,Finance (BS),Finance,306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
external_validation_index_307,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2020,Bachelor of Science,Finance (BS),Finance,307,"Master's degree, Finance",2018,2020,NA,NA,NA,NA,NA,United States,NA,NA,NA,NA,NA,NA,,0
external_validation_index_308,Summer Intern,Pasadena,Maryland,United States,Summer Intern,Stiftung BüRger FüR MüNster,2020,BS in Business Administration,Business Administration: Self-Designed (BSBA),Business Administration,308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
external_validation_index_309,Unknown,Tegucigalpa,Unknown,Honduras,Unknown,Unknown,2020,BS in Business Administration,Business Administration & Public Rel & Strat Comm (BSBA),Public Relations & Strat Comm,309,NA,2017,2021,NA,NA,NA,NA,NA,United States,NA,NA,NA,NA,NA,NA,,0
external_validation_index_310,Scientist Data Analyst,Chengdu,Unknown,China,Unknown,Unknown,2020,Master of Science,Finance (MS),Finance,310,"Master of Science in Analytics, Data Analytics",2018,2019,Scientist Data Analyst,"• Provide visualization, coding, data analytics solutions for clients 
• Good Documentation Practices including second person review of electronic laboratory notebooks and protocols
• Maximize lab capacity and utilization while ensuring appropriate physical distancing
• Lay groundwork for equipment utilization system, including connectivity of instruments to a single network.",Eurofins,https://www.eurofins.com,Biotechnology Research,China,"West Point, PA",2020-02-01T00:00:00Z,Research and Teaching Assistant,"Graded and solved students’ problems regarding descriptive statistics, hypothesis testing, regression Analysis, ANOVA Table, regression diagnosis, R questions, model building, dummy variables and related methods.",American University,10.5,"Data Science, Machine Learning, Statistics, Data Visualization, SAS Programming, R, Python (Programming Language), SQL, Tableau, R Shiny, ggplot, tidyverse, Pandas (Software), R Markdown, dplyr, NumPy, Apache, Big Data",4
external_validation_index_311,Audit Intern,Urumqi,Unknown,China,Tax Accountant Intern,Smithsonian Institution,2020,Master of Science,Taxation (MS),Taxation,311,"Master's degree, Accounting",2018,2020,Audit Intern,NA,EY,http://www.ey.com,Professional Services,United States,NA,2017-12-01T00:00:00Z,NA,NA,NA,0.2,Auditing,1
external_validation_index_312,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2020,BS in Business Administration,Business Administration: Accounting (BSBA),Business Administration,312,"Master's degree, Finance, General",2018,2019,NA,NA,NA,NA,NA,United States,NA,NA,NA,NA,NA,NA,,0
external_validation_index_313,Cashier,Unknown,Unknown,Unknown,Unknown,Unknown,2019,Master of Science,Analytics (MS),Analytics,313,"Bachelor's degree, Finance, General",2016,2020,Cashier,"1. Developed conflict resolution and communication skills by working with Dairy Queen customers on a daily basis.
2. Demonstrated analytical skills by using my ability to carry out detail-oriented tasks in relation to the ice cream machines and other company devices.
3. Lead cash balance confirmation process weekly to validate our payment amounts with our order sheets",Dairy Queen,http://www.dairyqueen.com,Food and Beverage Services,United States,"Chengdu, Sichuan, China",2016-03-01T00:00:00Z,NA,NA,NA,0.3,"Financial Accounting, Business Analysis, Statistics, Responsibility, Logic",1
external_validation_index_314,Business Analyst,Lanzhou,Unknown,China,Unknown,Unknown,2020,Master of Science,Accounting (MS),Accounting,314,"Master's degree, analyitics",2018,2020,Business Analyst,NA,NielsenIQ,https://niq.com/,Information Services,China,"Beijing, China",2022-01-01T00:00:00Z,Brand Strategy Consultant,NA,ZhengBang Brand Identity & Consultant,8.8,"Data Analysis, Project Management, R, Python (Programming Language), SQL, Tableau, SPSS, Microsoft Project, Wirframing, Microsoft Excel, Microsoft PowerPoint, Leadership, Presentation Skills, Public Speaking, Teamwork, Social Media, Microsoft Office",11
external_validation_index_315,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2019,Master of Science,Finance (MS),Finance,315,"Master of Science - MS, Finance",2018,2019,NA,NA,NA,NA,NA,United States,NA,NA,NA,NA,NA,NA,,0
external_validation_index_316,Floor Captain,Washington,District of Columbia,United States,Cashier,Dairy Queen,2019,Bachelor of Science,Finance (BS),Finance,316,"Master of Business Administration - MBA, Data Analytics",0,2020,Floor Captain,"As Floor Captain at Domestic Domestic, I streamline business processes to enhance operational efficiency and boost sales productivity. Utilizing data analysis, I identify areas for improvement, implementing solutions to increase sales efficiency. I provide leadership and training, fostering a collaborative, high-performing sales team, and mentor new hires to ensure adherence to company policies and best sales practices. By implementing feedback-driven changes, enhancing customer satisfaction and ensure repeat business. I help design store layouts to improve customer experience and maximize sales opportunities. Curating the online store for a global audience, I use market analysis to optimize product listings and increase online sales. I as well develop strategies to boost online sales and improve user experience. An inventory hawk, I streamline inventory processes to maintain accurate stock levels and reduce costs while stockouts. Conducting regular audits, I forecast inventory needs to ensure product availability. I built and nurtured relationships with repeat customers, enhancing loyalty and driving sales growth.",Domestic Domestic,http://www.domesticdomestic.com/,Retail,United States,"Little Rock, Arkansas, United States",2021-02-01T00:00:00Z,Lead Sales Associate,"As a Sales Associate at Williams-Sonoma, I provided exceptional customer service, assisting clients with product selections and ensuring an enjoyable shopping experience. My role involved deep product knowledge to offer personalized recommendations, driving sales, and fostering customer loyalty. I maintained high store standards through effective merchandising and inventory management, ensuring products were attractively displayed and readily available. Additionally, I collaborated with team members to achieve sales targets and participated in store events to promote brand engagement. My efforts contributed to a welcoming store atmosphere, enhanced customer satisfaction, and increased sales performance.","Williams-Sonoma, Inc.",22.9,"Food and Beverage Operations, Restaurant Management, Customer Service, Management, Inventory Control, Legal Research, Legal Writing, Legal Advice, Federal Government, Sports Management, Project Management, Public Speaking, Debate, Supply Chain Management, Supply Chain Optimization, Supply Chain Consulting, Data Analysis, Customer Engagement, Writing, Research Skills",13
